,0
1283,0.021631349
1284,0.02092357
1285,0.021395108
1286,0.021920227
1287,0.021685606
1288,0.01953899
1289,0.020609546
1290,0.019560877
1291,0.020718593
1292,0.019960068
1293,0.02009867
1294,0.020003494
1295,0.021095056
1296,0.022502609
1297,0.01928287
1298,0.019896746
1299,0.020364648
1300,0.023143128
1301,0.021704113
1302,0.019225167
1303,0.021398004
1304,0.02399123
1305,0.018795965
1306,0.021903893
1307,0.022302855
1308,0.019118411
1309,0.020047538
1310,0.021829186
1311,0.020978278
1312,0.023330547
1313,0.019815061
1314,0.021092143
1315,0.020480486
1316,0.021051526
1317,0.020662596
1318,0.022284439
1319,0.01896446
1320,0.023111429
1321,0.021506814
1322,0.023629937
1323,0.023998542
1324,0.020704877
1325,0.021289792
1326,0.019296229
1327,0.023428585
1328,0.02009198
1329,0.018759487
1330,0.021284748
1331,0.020461988
1332,0.020967795
1333,0.020917743
1334,0.020537414
1335,0.019906586
1336,0.019834744
1337,0.021115981
1338,0.021685392
1339,0.021239951
1340,0.021242049
1341,0.019572182
1342,0.020210512
1343,0.01923111
1344,0.020941056
1345,0.020972364
1346,0.023960795
1347,0.020759791
1348,0.02110459
1349,0.019088615
1350,0.022057084
1351,0.021680906
1352,0.020942952
1353,0.021791777
1354,0.021779677
1355,0.020574853
1356,0.021708611
1357,0.019553397
1358,0.018942256
1359,0.02124028
1360,0.02134737
1361,0.01937169
1362,0.020442257
1363,0.02083934
1364,0.022548368
1365,0.022309868
1366,0.019464638
1367,0.023050006
1368,0.018570239
1369,0.019062717
1370,0.021722278
1371,0.019165425
1372,0.021992113
1373,0.021498902
1374,0.020537125
1375,0.023176631
1376,0.020407638
1377,0.020980347
1378,0.0192234
1379,0.021321878
1380,0.021564439
1381,0.020987313
1382,0.020416543
1383,0.020845491
1384,0.02153877
1385,0.021118425
1386,0.021149946
1387,0.019382205
1388,0.020338956
1389,0.021186886
1390,0.021146849
1391,0.022075847
1392,0.021155616
1393,0.02052495
1394,0.02103357
1395,0.019275252
1396,0.021879015
1397,0.020191971
1398,0.02000672
1399,0.020415228
1400,0.020422079
1401,0.020680105
1402,0.020700278
1403,0.021049064
1404,0.01975986
1405,0.020918693
1406,0.020081993
1407,0.01931612
1408,0.020848677
1409,0.020520976
1410,0.019775119
1411,0.021010533
1412,0.019795826
1413,0.021032354
1414,0.018944405
1415,0.020469747
1416,0.020538092
1417,0.021176174
1418,0.019405313
1419,0.021138497
1420,0.02316174
1421,0.024644941
1422,0.021566197
1423,0.01917218
1424,0.018330839
1425,0.020009737
1426,0.021832502
1427,0.02049153
1428,0.023065066
1429,0.019016694
1430,0.021369554
1431,0.020746494
1432,0.020323273
1433,0.021832695
1434,0.022264283
1435,0.02125783
1436,0.019092016
1437,0.021754973
1438,0.022688128
1439,0.020671837
1440,0.020491641
1441,0.021168407
1442,0.020977866
1443,0.019968634
1444,0.022830695
1445,0.020439215
1446,0.023109948
1447,0.020115899
1448,0.020237014
1449,0.019319892
1450,0.020558603
1451,0.0205208
1452,0.021032732
1453,0.022059016
1454,0.022058507
1455,0.02045551
1456,0.020689422
1457,0.020620845
1458,0.021281417
1459,0.01907449
1460,0.01836203
1461,0.0207978
1462,0.01948227
1463,0.019184696
1464,0.020296693
1465,0.022991437
1466,0.021361869
1467,0.020689175
1468,0.021140583
1469,0.020520696
1470,0.02077439
1471,0.019665329
1472,0.020397654
1473,0.01876395
1474,0.022127312
1475,0.022157758
1476,0.02020742
1477,0.020115543
1478,0.021347163
1479,0.019285228
1480,0.019969644
1481,0.017981319
1482,0.020595908
1483,0.019489907
1484,0.021920558
1485,0.021151584
1486,0.021928204
1487,0.019533403
1488,0.020139802
1489,0.018554278
1490,0.020616945
1491,0.020223886
1492,0.020445123
1493,0.019799292
1494,0.02128121
1495,0.020994393
1496,0.019310541
1497,0.022411987
1498,0.021069042
1499,0.021237314
1500,0.02104152
1501,0.019690853
1502,0.017685303
1503,0.020476721
1504,0.020455139
1505,0.017474387
1506,0.019947791
1507,0.023772588
1508,0.020556478
1509,0.018298311
1510,0.021269415
1511,0.021377414
1512,0.019121518
1513,0.019549677
1514,0.017871547
1515,0.021176238
1516,0.021552717
1517,0.021459823
1518,0.019775093
1519,0.022546425
1520,0.01805712
1521,0.019634258
1522,0.020130709
1523,0.02141904
1524,0.01907133
1525,0.018528331
1526,0.018466633
1527,0.021560928
1528,0.019882098
1529,0.020952385
1530,0.021212136
1531,0.019806162
1532,0.02004586
1533,0.02084983
1534,0.020550754
1535,0.022314956
1536,0.020720636
1537,0.020117026
1538,0.019544056
1539,0.01913188
1540,0.01954383
1541,0.02059703
1542,0.02096126
1543,0.020260476
1544,0.02014154
1545,0.020304488
1546,0.020837914
1547,0.020411206
1548,0.021494318
1549,0.019027717
1550,0.020774197
1551,0.019203246
1552,0.018727869
1553,0.02151337
1554,0.019729912
1555,0.020528289
1556,0.019410815
1557,0.022617912
1558,0.018576408
1559,0.020965233
1560,0.018744215
1561,0.019400239
1562,0.018559553
1563,0.019788362
1564,0.022814121
1565,0.020649403
1566,0.022216326
1567,0.02080903
1568,0.022219202
1569,0.02100492
1570,0.020964965
1571,0.020035148
1572,0.020285612
1573,0.023355648
1574,0.021926409
1575,0.018763544
1576,0.020661188
1577,0.02084857
1578,0.01866576
1579,0.020659668
1580,0.021238625
1581,0.019627795
1582,0.019615702
1583,0.020579658
1584,0.021361781
1585,0.020006986
1586,0.020031087
1587,0.018510628
1588,0.021684937
1589,0.020571781
1590,0.021479642
1591,0.019388631
1592,0.01977145
1593,0.020420216
1594,0.019621512
1595,0.023730908
1596,0.019929715
1597,0.020839265
1598,0.022674194
1599,0.01891515
1600,0.022891542
1601,0.020281464
1602,0.01982601
1603,0.020281393
1604,0.019824754
1605,0.020575767
1606,0.019231185
1607,0.01933151
1608,0.018882286
1609,0.020596003
1610,0.019704293
1611,0.018556368
1612,0.020368097
1613,0.020577958
1614,0.019560646
1615,0.020151116
1616,0.020163527
1617,0.019239962
1618,0.02000295
1619,0.017756138
1620,0.018953769
1621,0.019585673
1622,0.01777206
1623,0.019298062
1624,0.020247921
1625,0.021417506
1626,0.021196716
1627,0.01960067
1628,0.020190792
1629,0.018086901
1630,0.020780312
1631,0.01858483
1632,0.020003222
1633,0.01746674
1634,0.02243713
1635,0.019406525
1636,0.020242801
1637,0.020172488
1638,0.020094559
1639,0.017741513
1640,0.021586936
1641,0.019705283
1642,0.020195883
1643,0.019740252
1644,0.02241855
1645,0.021244738
1646,0.019672565
1647,0.020082211
1648,0.019490799
1649,0.019713944
1650,0.020963972
1651,0.01828738
1652,0.019589344
1653,0.021642521
1654,0.020798173
1655,0.020104406
1656,0.020466208
1657,0.02044217
1658,0.020382687
1659,0.020620475
1660,0.019157106
1661,0.01863902
1662,0.0195793
1663,0.018418666
1664,0.020307472
